DR_NO,DATE OCC,Date Rptd,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,LOCATION,LAT,LON,SexualAssault,Age_Group,DATE_OCC_dt,datetime_occurrence,Premise_Category
230318295,10/18/2023 12:00:00 AM,10/18/2023 12:00:00 AM,1030,3,Southwest,361,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4800    AUGUST                       ST,34.0173,-118.3517,1,18-29,2023-10-18,2023-10-18 10:30:00,Indoor
230118788,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,940,1,Central,182,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1200 S  OLIVE                        ST,34.0394,-118.2623,1,30-44,2023-08-28,2023-08-28 09:40:00,Indoor
231307173,02/28/2023 12:00:00 AM,03/02/2023 12:00:00 AM,1515,13,Newton,1391,860,BATTERY WITH SEXUAL CONTACT,17,F,B,801.0,MTA BUS,BROADWAY,33.9774,-118.2783,1,<18,2023-02-28,2023-02-28 15:15:00,Other/Uncategorized
231200856,12/27/2023 12:00:00 AM,12/29/2023 12:00:00 AM,2200,12,77th Street,1249,121,"RAPE, FORCIBLE",24,F,H,101.0,STREET,71ST                         ST,33.9756,-118.2827,1,18-29,2023-12-27,2023-12-27 22:00:00,Outdoor
230918012,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,530,9,Van Nuys,989,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4400    WOODMAN                      AV,34.1504,-118.4312,1,<18,2023-12-30,2023-12-30 05:30:00,Indoor
231211996,05/14/2023 12:00:00 AM,05/14/2023 12:00:00 AM,2010,12,77th Street,1268,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",100 W  82ND                         ST,33.9651,-118.2739,1,18-29,2023-05-14,2023-05-14 20:10:00,Indoor
230216846,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,1800,2,Rampart,257,860,BATTERY WITH SEXUAL CONTACT,39,F,H,102.0,SIDEWALK,WILSHIRE,34.0546,-118.2684,1,30-44,2023-09-06,2023-09-06 18:00:00,Outdoor
230611990,07/02/2023 12:00:00 AM,07/02/2023 12:00:00 AM,2200,6,Hollywood,648,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5600    HAROLD                       WY,34.0993,-118.3115,1,30-44,2023-07-02,2023-07-02 22:00:00,Indoor
230401363,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,2030,4,Hollenbeck,407,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,48,F,H,101.0,STREET,4600 N  HUNTINGTON DR,34.0862,-118.1875,1,45+,2023-09-06,2023-09-06 20:30:00,Outdoor
232109037,05/11/2023 12:00:00 AM,05/12/2023 12:00:00 AM,2100,21,Topanga,2103,860,BATTERY WITH SEXUAL CONTACT,38,F,O,501.0,SINGLE FAMILY DWELLING,22100    PARTHENIA                    ST,34.2285,-118.6086,1,30-44,2023-05-11,2023-05-11 21:00:00,Indoor
231221674,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,1400,12,77th Street,1241,860,BATTERY WITH SEXUAL CONTACT,23,F,H,102.0,SIDEWALK,HYDE                         BL,33.9821,-118.3318,1,18-29,2023-10-20,2023-10-20 14:00:00,Outdoor
231222943,11/10/2023 12:00:00 AM,11/11/2023 12:00:00 AM,1830,12,77th Street,1233,121,"RAPE, FORCIBLE",34,F,B,501.0,SINGLE FAMILY DWELLING,SLAUSON                      AV,33.9892,-118.3089,1,30-44,2023-11-10,2023-11-10 18:30:00,Indoor
231208389,03/13/2023 12:00:00 AM,03/14/2023 12:00:00 AM,2330,12,77th Street,1208,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,F,H,101.0,STREET,49TH                         ST,33.9987,-118.2827,1,30-44,2023-03-13,2023-03-13 23:30:00,Outdoor
231814274,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1600,18,Southeast,1834,820,ORAL COPULATION,46,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",700 E  108TH                        ST,33.9383,-118.263,1,45+,2023-07-31,2023-07-31 16:00:00,Indoor
231516135,09/19/2023 12:00:00 AM,10/16/2023 12:00:00 AM,1900,15,N Hollywood,1583,860,BATTERY WITH SEXUAL CONTACT,35,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4000    TUJUNGA                      AV,34.1451,-118.3875,1,30-44,2023-09-19,2023-09-19 19:00:00,Indoor
230512533,08/20/2023 12:00:00 AM,08/21/2023 12:00:00 AM,1500,5,Harbor,511,121,"RAPE, FORCIBLE",20,F,H,503.0,HOTEL,1300 W  PACIFIC COAST                HY,33.7926,-118.3043,1,18-29,2023-08-20,2023-08-20 15:00:00,Other/Uncategorized
230700584,02/24/2023 12:00:00 AM,02/27/2023 12:00:00 AM,440,7,Wilshire,722,121,"RAPE, FORCIBLE",21,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8300    BLACKBURN                    AV,34.0717,-118.3702,1,18-29,2023-02-24,2023-02-24 04:40:00,Indoor
230319450,10/17/2023 12:00:00 AM,11/09/2023 12:00:00 AM,2230,3,Southwest,338,860,BATTERY WITH SEXUAL CONTACT,58,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1300 W  30TH                         ST,34.0278,-118.2915,1,45+,2023-10-17,2023-10-17 22:30:00,Indoor
230506023,02/24/2023 12:00:00 AM,02/24/2023 12:00:00 AM,1225,5,Harbor,521,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,39,F,H,108.0,PARKING LOT,2500 N  TAPER                        AV,33.7677,-118.3039,1,30-44,2023-02-24,2023-02-24 12:25:00,Outdoor
231317666,09/21/2023 12:00:00 AM,09/21/2023 12:00:00 AM,1800,13,Newton,1351,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,B,501.0,SINGLE FAMILY DWELLING,200 W  41ST                         PL,34.0082,-118.2762,1,30-44,2023-09-21,2023-09-21 18:00:00,Indoor
231408678,03/25/2023 12:00:00 AM,04/06/2023 12:00:00 AM,1200,14,Pacific,1488,121,"RAPE, FORCIBLE",18,F,W,503.0,HOTEL,9600    AIRPORT                      BL,33.949,-118.3859,1,18-29,2023-03-25,2023-03-25 12:00:00,Other/Uncategorized
230606281,02/21/2023 12:00:00 AM,02/24/2023 12:00:00 AM,2200,6,Hollywood,622,121,"RAPE, FORCIBLE",17,F,H,519.0,SHORT-TERM VACATION RENTAL,7400    DEL ZURO                     DR,34.1198,-118.3563,1,<18,2023-02-21,2023-02-21 22:00:00,Other/Uncategorized
231807910,03/20/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1800,18,Southeast,1801,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,H,501.0,SINGLE FAMILY DWELLING,500 W  93RD                         ST,33.9519,-118.2827,1,18-29,2023-03-20,2023-03-20 18:00:00,Indoor
231401084,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1645,14,Pacific,1496,860,BATTERY WITH SEXUAL CONTACT,18,F,B,503.0,HOTEL,6100 W  CENTURY                      BL,33.9456,-118.3911,1,18-29,2023-08-01,2023-08-01 16:45:00,Other/Uncategorized
230313847,07/17/2023 12:00:00 AM,07/20/2023 12:00:00 AM,2230,3,Southwest,361,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3800    GIBRALTAR                    AV,34.0173,-118.3546,1,18-29,2023-07-17,2023-07-17 22:30:00,Indoor
230119455,09/05/2023 12:00:00 AM,09/08/2023 12:00:00 AM,1800,1,Central,162,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,H,503.0,HOTEL,400 W  8TH                          ST,34.0445,-118.2558,1,18-29,2023-09-05,2023-09-05 18:00:00,Other/Uncategorized
231906654,03/05/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1720,19,Mission,1918,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,W,158.0,TRANSIENT ENCAMPMENT,13700    FOOTHILL                     BL,34.3087,-118.4319,1,30-44,2023-03-05,2023-03-05 17:20:00,Other/Uncategorized
230619159,12/18/2023 12:00:00 AM,12/19/2023 12:00:00 AM,2335,6,Hollywood,642,860,BATTERY WITH SEXUAL CONTACT,35,M,O,101.0,STREET,1400 N  CURSON                       AV,34.0962,-118.355,1,30-44,2023-12-18,2023-12-18 23:35:00,Outdoor
230611825,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,313,6,Hollywood,647,860,BATTERY WITH SEXUAL CONTACT,23,F,H,101.0,STREET,HOLLYWOOD,34.1017,-118.3224,1,18-29,2023-06-11,2023-06-11 03:13:00,Outdoor
231221493,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,1950,12,77th Street,1269,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,F,H,101.0,STREET,WADSWORTH                    AV,33.9602,-118.2586,1,30-44,2023-10-16,2023-10-16 19:50:00,Outdoor
230510979,07/12/2023 12:00:00 AM,07/12/2023 12:00:00 AM,910,5,Harbor,519,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,M,H,102.0,SIDEWALK,1800    ALAMEDA                      ST,33.7991,-118.2379,1,18-29,2023-07-12,2023-07-12 09:10:00,Outdoor
232018227,11/21/2023 12:00:00 AM,11/21/2023 12:00:00 AM,1650,20,Olympic,2014,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",100 N  NORMANDIE                    AV,34.0726,-118.3029,1,30-44,2023-11-21,2023-11-21 16:50:00,Indoor
230510448,06/18/2023 12:00:00 AM,06/27/2023 12:00:00 AM,2030,5,Harbor,514,121,"RAPE, FORCIBLE",71,F,H,101.0,STREET,Q                            ST,33.794,-118.2824,1,45+,2023-06-18,2023-06-18 20:30:00,Outdoor
230718377,08/01/2023 12:00:00 AM,12/12/2023 12:00:00 AM,1,7,Wilshire,706,820,ORAL COPULATION,31,F,W,203.0,OTHER BUSINESS,6900    MELROSE                      AV,34.0835,-118.3416,1,30-44,2023-08-01,2023-08-01 00:01:00,Other
231514825,09/13/2023 12:00:00 AM,09/13/2023 12:00:00 AM,100,15,N Hollywood,1548,121,"RAPE, FORCIBLE",23,F,H,101.0,STREET,LANKERSHIM,34.1681,-118.3766,1,18-29,2023-09-13,2023-09-13 01:00:00,Outdoor
241205728,07/01/2023 12:00:00 AM,01/28/2024 12:00:00 AM,1200,12,77th Street,1249,121,"RAPE, FORCIBLE",13,M,H,503.0,HOTEL,65TH                         ST,33.9806,-118.2827,1,<18,2023-07-01,2023-07-01 12:00:00,Other/Uncategorized
231607041,03/28/2023 12:00:00 AM,04/07/2023 12:00:00 AM,2000,16,Foothill,1613,860,BATTERY WITH SEXUAL CONTACT,58,F,A,221.0,PUBLIC STORAGE,VAN NUYS,34.2806,-118.4023,1,45+,2023-03-28,2023-03-28 20:00:00,Other/Uncategorized
230310460,05/05/2023 12:00:00 AM,05/05/2023 12:00:00 AM,2300,3,Southwest,313,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4300 W  ADAMS                        BL,34.0326,-118.3319,1,30-44,2023-05-05,2023-05-05 23:00:00,Indoor
231009588,04/07/2023 12:00:00 AM,05/26/2023 12:00:00 AM,2300,10,West Valley,1037,860,BATTERY WITH SEXUAL CONTACT,35,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6600    BALBOA                       BL,34.1895,-118.51,1,30-44,2023-04-07,2023-04-07 23:00:00,Indoor
232012605,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1900,20,Olympic,2093,860,BATTERY WITH SEXUAL CONTACT,37,F,H,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,2000 W  WASHINGTON                   BL,34.04,-118.3033,1,30-44,2023-07-08,2023-07-08 19:00:00,Other/Uncategorized
231910537,06/15/2023 12:00:00 AM,06/15/2023 12:00:00 AM,100,19,Mission,1958,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14200    VAN NUYS                     BL,34.251,-118.4428,1,18-29,2023-06-15,2023-06-15 01:00:00,Indoor
230814009,07/27/2023 12:00:00 AM,08/31/2023 12:00:00 AM,1600,8,West LA,823,121,"RAPE, FORCIBLE",18,F,O,108.0,PARKING LOT,800    ALMA REAL                    DR,34.0428,-118.523,1,18-29,2023-07-27,2023-07-27 16:00:00,Outdoor
232017184,10/26/2023 12:00:00 AM,10/26/2023 12:00:00 AM,1330,20,Olympic,2001,860,BATTERY WITH SEXUAL CONTACT,29,F,A,101.0,STREET,BEVERLY,34.0762,-118.3185,1,18-29,2023-10-26,2023-10-26 13:30:00,Outdoor
230509873,06/09/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1130,5,Harbor,566,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,501.0,SINGLE FAMILY DWELLING,300 W  9TH                          ST,33.736,-118.2836,1,18-29,2023-06-09,2023-06-09 11:30:00,Indoor
231901052,12/24/2023 12:00:00 AM,12/27/2023 12:00:00 AM,100,19,Mission,1983,121,"RAPE, FORCIBLE",27,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",15100    PARTHENIA                    ST,34.2282,-118.4611,1,18-29,2023-12-24,2023-12-24 01:00:00,Indoor
230712197,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,2030,7,Wilshire,721,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400    ARNAZ                        DR,34.0721,-118.3827,1,18-29,2023-07-19,2023-07-19 20:30:00,Indoor
231312551,06/18/2023 12:00:00 AM,06/18/2023 12:00:00 AM,1730,13,Newton,1377,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,48,F,H,501.0,SINGLE FAMILY DWELLING,5700    BANDERA                      ST,33.9905,-118.2401,1,45+,2023-06-18,2023-06-18 17:30:00,Indoor
231819328,11/13/2023 12:00:00 AM,11/13/2023 12:00:00 AM,1833,18,Southeast,1862,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,101.0,STREET,100 E  120TH                        ST,33.9237,-118.2739,1,30-44,2023-11-13,2023-11-13 18:33:00,Outdoor
230800972,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,300,8,West LA,842,122,"RAPE, ATTEMPTED",23,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",11700    WILSHIRE                     BL,34.0495,-118.4609,1,18-29,2023-10-01,2023-10-01 03:00:00,Indoor
231105956,02/20/2023 12:00:00 AM,02/21/2023 12:00:00 AM,2200,11,Northeast,1125,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,W,501.0,SINGLE FAMILY DWELLING,5000    STRATFORD                    RD,34.1232,-118.2064,1,18-29,2023-02-20,2023-02-20 22:00:00,Indoor
231816804,09/21/2023 12:00:00 AM,09/21/2023 12:00:00 AM,2230,18,Southeast,1849,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,B,101.0,STREET,115TH                        ST,33.9297,-118.2335,1,30-44,2023-09-21,2023-09-21 22:30:00,Outdoor
230911726,07/12/2023 12:00:00 AM,07/12/2023 12:00:00 AM,1130,9,Van Nuys,974,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4600    KESTER                       AV,34.1546,-118.4574,1,30-44,2023-07-12,2023-07-12 11:30:00,Indoor
231700774,04/09/2023 12:00:00 AM,04/10/2023 12:00:00 AM,2000,17,Devonshire,1745,121,"RAPE, FORCIBLE",47,F,H,501.0,SINGLE FAMILY DWELLING,10600    LOUISE                       AV,34.2631,-118.511,1,45+,2023-04-09,2023-04-09 20:00:00,Indoor
230216229,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,1630,2,Rampart,266,121,"RAPE, FORCIBLE",21,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",800 S  UNION                        AV,34.0531,-118.2738,1,18-29,2023-08-28,2023-08-28 16:30:00,Indoor
231410629,04/20/2023 12:00:00 AM,05/16/2023 12:00:00 AM,100,14,Pacific,1431,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,W,101.0,STREET,200    SAN JUAN                     AV,33.9897,-118.4724,1,18-29,2023-04-20,2023-04-20 01:00:00,Outdoor
232017226,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,1,20,Olympic,2099,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,H,101.0,STREET,1900 S  HOOVER                       ST,34.0385,-118.2878,1,30-44,2023-10-29,2023-10-29 00:01:00,Outdoor
231514270,09/01/2023 12:00:00 AM,09/01/2023 12:00:00 AM,1030,15,N Hollywood,1504,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,M,H,102.0,SIDEWALK,7100    LANKERSHIM                   BL,34.2045,-118.392,1,30-44,2023-09-01,2023-09-01 10:30:00,Outdoor
232011576,06/14/2023 12:00:00 AM,06/14/2023 12:00:00 AM,2200,20,Olympic,2025,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",300 S  ALEXANDRIA                   AV,34.069,-118.2979,1,30-44,2023-06-14,2023-06-14 22:00:00,Indoor
230406643,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,1600,4,Hollenbeck,497,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,501.0,SINGLE FAMILY DWELLING,3300    ESTRADA                      ST,34.0217,-118.2075,1,18-29,2023-03-22,2023-03-22 16:00:00,Indoor
230714240,08/31/2023 12:00:00 AM,09/06/2023 12:00:00 AM,1000,7,Wilshire,765,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,48,F,W,505.0,MOTEL,1200 S  LA BREA                      AV,34.0534,-118.3436,1,45+,2023-08-31,2023-08-31 10:00:00,Other/Uncategorized
231220822,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,100,12,77th Street,1283,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,B,104.0,DRIVEWAY,WESTERN                      AV,33.9487,-118.309,1,18-29,2023-10-06,2023-10-06 01:00:00,Other/Uncategorized
232104446,01/08/2023 12:00:00 AM,01/14/2023 12:00:00 AM,2200,21,Topanga,2137,820,ORAL COPULATION,36,M,H,108.0,PARKING LOT,SHERMAN                      WY,34.2011,-118.5928,1,30-44,2023-01-08,2023-01-08 22:00:00,Outdoor
230105700,01/23/2023 12:00:00 AM,01/26/2023 12:00:00 AM,200,1,Central,135,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200 S  MAIN                         ST,34.051,-118.2445,1,30-44,2023-01-23,2023-01-23 02:00:00,Indoor
231518092,11/25/2023 12:00:00 AM,11/26/2023 12:00:00 AM,2210,15,N Hollywood,1525,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",11800    VICTORY                      BL,34.1867,-118.39,1,18-29,2023-11-25,2023-11-25 22:10:00,Indoor
230305008,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1345,3,Southwest,338,860,BATTERY WITH SEXUAL CONTACT,19,F,B,404.0,DEPARTMENT STORE,3100 S  HOOVER                       ST,34.0268,-118.2896,1,18-29,2023-01-21,2023-01-21 13:45:00,Commercial
230219674,10/22/2023 12:00:00 AM,10/24/2023 12:00:00 AM,1830,2,Rampart,217,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1800    BELLEVUE                     AV,34.0714,-118.2631,1,30-44,2023-10-22,2023-10-22 18:30:00,Indoor
232117171,12/01/2023 12:00:00 AM,12/01/2023 12:00:00 AM,1205,21,Topanga,2187,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,W,501.0,SINGLE FAMILY DWELLING,4900    CANOGA                       AV,34.1575,-118.5962,1,30-44,2023-12-01,2023-12-01 12:05:00,Indoor
230707434,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,2130,7,Wilshire,778,122,"RAPE, ATTEMPTED",39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1700    6TH                          AV,34.0418,-118.3269,1,30-44,2023-03-21,2023-03-21 21:30:00,Indoor
231319727,10/28/2023 12:00:00 AM,10/29/2023 12:00:00 AM,400,13,Newton,1331,121,"RAPE, FORCIBLE",30,F,H,108.0,PARKING LOT,200 W  JEFFERSON                    BL,34.0223,-118.2719,1,30-44,2023-10-28,2023-10-28 04:00:00,Outdoor
231917147,11/15/2023 12:00:00 AM,11/27/2023 12:00:00 AM,15,19,Mission,1924,121,"RAPE, FORCIBLE",23,F,H,109.0,PARK/PLAYGROUND,15000    CRESTKNOLL                   DR,34.2871,-118.4614,1,18-29,2023-11-15,2023-11-15 00:15:00,Outdoor
231314792,07/15/2023 12:00:00 AM,07/31/2023 12:00:00 AM,400,13,Newton,1352,121,"RAPE, FORCIBLE",23,F,H,501.0,SINGLE FAMILY DWELLING,4400    TOWNE                        AV,34.0039,-118.2677,1,18-29,2023-07-15,2023-07-15 04:00:00,Indoor
230514706,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,40,5,Harbor,518,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",24500 S  AVALON                       BL,33.8028,-118.264,1,18-29,2023-10-15,2023-10-15 00:40:00,Indoor
232118229,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,2130,21,Topanga,2142,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,54,M,W,501.0,SINGLE FAMILY DWELLING,23400    ERWIN                        ST,34.1826,-118.6368,1,45+,2023-12-30,2023-12-30 21:30:00,Indoor
230222864,12/19/2023 12:00:00 AM,12/19/2023 12:00:00 AM,1440,2,Rampart,269,121,"RAPE, FORCIBLE",21,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1500 W  8TH                          ST,34.0511,-118.2707,1,18-29,2023-12-19,2023-12-19 14:40:00,Indoor
231224537,12/07/2023 12:00:00 AM,12/07/2023 12:00:00 AM,1930,12,77th Street,1253,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,60,M,B,501.0,SINGLE FAMILY DWELLING,1900 W  75TH                         ST,33.9719,-118.3112,1,45+,2023-12-07,2023-12-07 19:30:00,Indoor
231506828,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,2000,15,N Hollywood,1549,860,BATTERY WITH SEXUAL CONTACT,22,F,H,913.0,MTA - RED LINE - NORTH HOLLYWOOD,LANKERSHIM                   BL,34.1689,-118.3771,1,18-29,2023-03-08,2023-03-08 20:00:00,Other/Uncategorized
231216586,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,200,12,77th Street,1232,121,"RAPE, FORCIBLE",31,F,B,505.0,MOTEL,2800 W  SLAUSON                      AV,33.9891,-118.3237,1,30-44,2023-07-29,2023-07-29 02:00:00,Other/Uncategorized
231419555,10/30/2023 12:00:00 AM,10/30/2023 12:00:00 AM,2130,14,Pacific,1456,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,M,W,101.0,STREET,4300    INGLEWOOD                    BL,33.9967,-118.4206,1,18-29,2023-10-30,2023-10-30 21:30:00,Outdoor
232100518,01/28/2023 12:00:00 AM,01/28/2023 12:00:00 AM,1230,21,Topanga,2158,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,43,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",21200    OXNARD                       ST,34.1837,-118.5846,1,30-44,2023-01-28,2023-01-28 12:30:00,Indoor
231821161,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,700,18,Southeast,1824,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,57,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1100 E  CENTURY                      BL,33.9457,-118.2565,1,45+,2023-12-23,2023-12-23 07:00:00,Indoor
230300843,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,5,3,Southwest,373,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,B,101.0,STREET,3800    NORTON                       AV,34.0171,-118.3329,1,18-29,2023-08-20,2023-08-20 00:05:00,Outdoor
230516961,12/17/2023 12:00:00 AM,12/17/2023 12:00:00 AM,1100,5,Harbor,506,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,501.0,SINGLE FAMILY DWELLING,21800    DENKER                       AV,33.8303,-118.3038,1,18-29,2023-12-17,2023-12-17 11:00:00,Indoor
231321952,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM,1200,13,Newton,1361,121,"RAPE, FORCIBLE",16,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200 W  45TH                         ST,34.0029,-118.2762,1,<18,2023-12-12,2023-12-12 12:00:00,Indoor
230107589,02/24/2023 12:00:00 AM,02/24/2023 12:00:00 AM,1045,1,Central,164,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 S  MAIN                         ST,34.0453,-118.2499,1,45+,2023-02-24,2023-02-24 10:45:00,Indoor
230800511,01/15/2023 12:00:00 AM,01/15/2023 12:00:00 AM,1200,8,West LA,811,121,"RAPE, FORCIBLE",25,F,A,501.0,SINGLE FAMILY DWELLING,16100    ALCIMA                       AV,34.0506,-118.5336,1,18-29,2023-01-15,2023-01-15 12:00:00,Indoor
241905356,12/14/2023 12:00:00 AM,02/02/2024 12:00:00 AM,1200,19,Mission,1983,121,"RAPE, FORCIBLE",25,F,H,503.0,HOTEL,8400 N  SEPULVEDA                    BL,34.223,-118.4677,1,18-29,2023-12-14,2023-12-14 12:00:00,Other/Uncategorized
232006090,02/20/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1900,20,Olympic,2045,860,BATTERY WITH SEXUAL CONTACT,22,F,W,102.0,SIDEWALK,800 S  MARIPOSA                     AV,34.0577,-118.2987,1,18-29,2023-02-20,2023-02-20 19:00:00,Outdoor
232009333,05/05/2023 12:00:00 AM,05/06/2023 12:00:00 AM,2045,20,Olympic,2091,860,BATTERY WITH SEXUAL CONTACT,17,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2000    ARLINGTON                    AV,34.0386,-118.3177,1,<18,2023-05-05,2023-05-05 20:45:00,Indoor
