DR_NO,DATE OCC,Date Rptd,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,LOCATION,LAT,LON,SexualAssault,Age_Group,DATE_OCC_dt,datetime_occurrence,Premise_Category
202013579,08/13/2020 12:00:00 AM,08/18/2020 12:00:00 AM,100,20,Olympic,2014,860,BATTERY WITH SEXUAL CONTACT,49,M,O,501.0,SINGLE FAMILY DWELLING,4000 W  2ND                          ST,34.0712,-118.3016,1,45+,2020-08-13,2020-08-13 01:00:00,Indoor
202100938,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,500,21,Topanga,2138,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",20400    SHERMAN                      WY,34.2011,-118.5794,1,30-44,2020-11-26,2020-11-26 05:00:00,Indoor
201606018,02/18/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1600,16,Foothill,1638,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,O,501.0,SINGLE FAMILY DWELLING,10500    TUJUNGA CANYON               BL,34.2596,-118.2927,1,18-29,2020-02-18,2020-02-18 16:00:00,Indoor
201317341,09/21/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1050,13,Newton,1385,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,59,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6200 S  SAN PEDRO                    ST,33.9824,-118.2696,1,45+,2020-09-21,2020-09-21 10:50:00,Indoor
211907205,02/22/2020 12:00:00 AM,04/01/2021 12:00:00 AM,1,19,Mission,1915,122,"RAPE, ATTEMPTED",17,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",DE GARMO                     AV,34.3009,-118.4442,1,<18,2020-02-22,2020-02-22 00:01:00,Other/Uncategorized
201608889,05/08/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1230,16,Foothill,1645,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,M,B,108.0,PARKING LOT,12400    OSBORNE                      ST,34.2626,-118.4094,1,30-44,2020-05-08,2020-05-08 12:30:00,Outdoor
201715250,11/06/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1730,17,Devonshire,1781,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",20900    GRESHAM                      ST,34.2306,-118.5895,1,30-44,2020-11-06,2020-11-06 17:30:00,Indoor
201900971,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1820,19,Mission,1991,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8100 N  SEPULVEDA                    BL,34.2184,-118.4698,1,30-44,2020-12-16,2020-12-16 18:20:00,Indoor
201822745,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1930,18,Southeast,1863,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,H,101.0,STREET,400 E  116TH                        ST,33.9292,-118.2665,1,18-29,2020-12-27,2020-12-27 19:30:00,Outdoor
201421459,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,115,14,Pacific,1452,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,O,108.0,PARKING LOT,VIA MARINA,33.9662,-118.455,1,18-29,2020-12-11,2020-12-11 01:15:00,Outdoor
202106752,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,800,21,Topanga,2126,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,O,501.0,SINGLE FAMILY DWELLING,21000    LULL                         ST,34.2094,-118.5906,1,30-44,2020-03-01,2020-03-01 08:00:00,Indoor
201913954,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,255,19,Mission,1935,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,109.0,PARK/PLAYGROUND,15100    SAN FERNANDO MISSION         BL,34.2727,-118.4606,1,30-44,2020-08-30,2020-08-30 02:55:00,Outdoor
201904093,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2025,19,Mission,1901,121,"RAPE, FORCIBLE",36,F,H,501.0,SINGLE FAMILY DWELLING,15400    GLENOAKS                     BL,34.3232,-118.4695,1,30-44,2020-01-02,2020-01-02 20:25:00,Indoor
210708216,05/01/2020 12:00:00 AM,04/29/2021 12:00:00 AM,1330,7,Wilshire,785,121,"RAPE, FORCIBLE",19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1900 S  HARCOURT                     AV,34.0398,-118.3425,1,18-29,2020-05-01,2020-05-01 13:30:00,Indoor
201912537,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1100,19,Mission,1985,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,501.0,SINGLE FAMILY DWELLING,14200    COMMUNITY                    ST,34.2226,-118.4438,1,18-29,2020-07-26,2020-07-26 11:00:00,Indoor
202116191,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2040,21,Topanga,2155,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6300    RANDI                        AV,34.1838,-118.6102,1,30-44,2020-11-20,2020-11-20 20:40:00,Indoor
211005647,10/17/2020 12:00:00 AM,02/24/2021 12:00:00 AM,1830,10,West Valley,1001,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,H,501.0,SINGLE FAMILY DWELLING,19600    SATICOY                      ST,34.2143,-118.5534,1,18-29,2020-10-17,2020-10-17 18:30:00,Indoor
202106678,02/16/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1900,21,Topanga,2173,860,BATTERY WITH SEXUAL CONTACT,14,F,H,501.0,SINGLE FAMILY DWELLING,23200    LEONORA                      DR,34.1622,-118.6336,1,<18,2020-02-16,2020-02-16 19:00:00,Indoor
210807650,07/18/2020 12:00:00 AM,02/23/2021 12:00:00 AM,1,8,West LA,814,121,"RAPE, FORCIBLE",18,F,W,101.0,STREET,CHURCH                       LN,34.0675,-118.4625,1,18-29,2020-07-18,2020-07-18 00:01:00,Outdoor
202013989,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,500,20,Olympic,2013,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,H,158.0,TRANSIENT ENCAMPMENT,OXFORD,34.069,-118.3079,1,30-44,2020-08-29,2020-08-29 05:00:00,Other/Uncategorized
201817496,09/13/2020 12:00:00 AM,09/19/2020 12:00:00 AM,2000,18,Southeast,1837,121,"RAPE, FORCIBLE",20,F,H,501.0,SINGLE FAMILY DWELLING,109TH                        ST,33.9371,-118.239,1,18-29,2020-09-13,2020-09-13 20:00:00,Indoor
201800801,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1800,18,Southeast,1844,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,H,101.0,STREET,11100    STANFORD                     AV,33.9345,-118.263,1,30-44,2020-09-15,2020-09-15 18:00:00,Outdoor
201819898,11/01/2020 12:00:00 AM,11/02/2020 12:00:00 AM,2300,18,Southeast,1862,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,47,F,H,501.0,SINGLE FAMILY DWELLING,300 W  118TH                        PL,33.9256,-118.2782,1,45+,2020-11-01,2020-11-01 23:00:00,Indoor
202017147,11/13/2020 12:00:00 AM,11/14/2020 12:00:00 AM,2100,20,Olympic,2005,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",400 N  NORMANDIE                    AV,34.0799,-118.3025,1,30-44,2020-11-13,2020-11-13 21:00:00,Other/Uncategorized
201515826,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,110,15,N Hollywood,1523,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,M,O,501.0,SINGLE FAMILY DWELLING,6300    WHITSETT                     AV,34.1849,-118.4095,1,45+,2020-10-02,2020-10-02 01:10:00,Indoor
201319785,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,830,13,Newton,1363,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,B,501.0,SINGLE FAMILY DWELLING,700 E  48TH                         ST,33.9997,-118.2629,1,18-29,2020-11-11,2020-11-11 08:30:00,Indoor
202116131,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1140,21,Topanga,2143,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,W,101.0,STREET,VICTORY                      BL,34.1865,-118.6234,1,18-29,2020-11-19,2020-11-19 11:40:00,Outdoor
202010192,05/24/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2330,20,Olympic,2005,820,ORAL COPULATION,26,M,A,301.0,GAS STATION,4600    MELROSE                      AV,34.0836,-118.3011,1,18-29,2020-05-24,2020-05-24 23:30:00,Commercial
201318074,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,130,13,Newton,1364,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,501.0,SINGLE FAMILY DWELLING,4900    HOOPER                       AV,33.9994,-118.2543,1,18-29,2020-10-07,2020-10-07 01:30:00,Indoor
201815662,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,430,18,Southeast,1849,121,"RAPE, FORCIBLE",61,F,B,103.0,ALLEY,WILMINGTON                   AV,33.9303,-118.2391,1,45+,2020-08-16,2020-08-16 04:30:00,Outdoor
202114484,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1140,21,Topanga,2136,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,B,501.0,SINGLE FAMILY DWELLING,7400    ETON                         AV,34.2047,-118.5955,1,18-29,2020-10-04,2020-10-04 11:40:00,Indoor
211905603,01/01/2020 12:00:00 AM,02/08/2021 12:00:00 AM,1200,19,Mission,1961,122,"RAPE, ATTEMPTED",15,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SEPULVEDA,34.2392,-118.4677,1,<18,2020-01-01,2020-01-01 12:00:00,Indoor
211805975,08/11/2020 12:00:00 AM,02/04/2021 12:00:00 AM,2300,18,Southeast,1842,121,"RAPE, FORCIBLE",12,F,B,501.0,SINGLE FAMILY DWELLING,10800 S  MAIN                         ST,33.9378,-118.2739,1,<18,2020-08-11,2020-08-11 23:00:00,Indoor
201415102,05/03/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1900,14,Pacific,1409,820,ORAL COPULATION,3,M,O,501.0,SINGLE FAMILY DWELLING,9700    REGENT                       ST,34.0256,-118.4006,1,<18,2020-05-03,2020-05-03 19:00:00,Indoor
210905381,08/13/2020 12:00:00 AM,02/05/2021 12:00:00 AM,1200,9,Van Nuys,923,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,W,501.0,SINGLE FAMILY DWELLING,6600    SALOMA                       AV,34.1903,-118.4586,1,30-44,2020-08-13,2020-08-13 12:00:00,Indoor
202006571,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,45,20,Olympic,2017,860,BATTERY WITH SEXUAL CONTACT,25,F,H,703.0,ENTERTAINMENT/COMEDY CLUB (OTHER),200 S  VERMONT                      AV,34.0709,-118.2941,1,18-29,2020-02-23,2020-02-23 00:45:00,Other
201314487,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1830,13,Newton,1342,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,48,F,H,501.0,SINGLE FAMILY DWELLING,3700    MAPLE                        AV,34.0144,-118.2712,1,45+,2020-07-25,2020-07-25 18:30:00,Indoor
201915079,09/29/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1700,19,Mission,1921,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,F,H,501.0,SINGLE FAMILY DWELLING,15200    NURMI                        ST,34.2967,-118.4643,1,30-44,2020-09-29,2020-09-29 17:00:00,Indoor
202008220,03/24/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1,20,Olympic,2014,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,H,501.0,SINGLE FAMILY DWELLING,100 S  NORMANDIE                    AV,34.0726,-118.3029,1,30-44,2020-03-24,2020-03-24 00:01:00,Indoor
201405605,01/27/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1950,14,Pacific,1489,860,BATTERY WITH SEXUAL CONTACT,35,F,W,710.0,OTHER PREMISE,9900 S  LA CIENEGA                   BL,33.949,-118.3744,1,30-44,2020-01-27,2020-01-27 19:50:00,Other
201820178,11/06/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2100,18,Southeast,1838,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,B,501.0,SINGLE FAMILY DWELLING,10500    ANZAC                        AV,33.9389,-118.238,1,18-29,2020-11-06,2020-11-06 21:00:00,Indoor
201319408,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1320,13,Newton,1353,860,BATTERY WITH SEXUAL CONTACT,19,F,H,710.0,OTHER PREMISE,4400    STANFORD                     AV,34.0034,-118.264,1,18-29,2020-11-02,2020-11-02 13:20:00,Other
211415778,08/02/2020 12:00:00 AM,07/29/2021 12:00:00 AM,209,14,Pacific,1444,121,"RAPE, FORCIBLE",20,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3200    CARTER                       AV,33.9868,-118.4451,1,18-29,2020-08-02,2020-08-02 02:09:00,Indoor
201914784,09/20/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1130,19,Mission,1991,860,BATTERY WITH SEXUAL CONTACT,77,F,W,728.0,ELEVATOR,15300    LANARK                       ST,34.2171,-118.4685,1,45+,2020-09-20,2020-09-20 11:30:00,Other/Uncategorized
201910324,05/25/2020 12:00:00 AM,05/27/2020 12:00:00 AM,200,19,Mission,1963,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,14600    PLUMMER                      ST,34.2454,-118.4505,1,18-29,2020-05-25,2020-05-25 02:00:00,Other/Uncategorized
201715015,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1200,17,Devonshire,1761,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,W,101.0,STREET,ETON                         AV,34.2366,-118.5958,1,45+,2020-11-03,2020-11-03 12:00:00,Outdoor
202015504,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,525,20,Olympic,2097,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,M,H,101.0,STREET,MARIPOSA,34.04,-118.2984,1,30-44,2020-10-05,2020-10-05 05:25:00,Outdoor
202108803,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1415,21,Topanga,2189,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,B,505.0,MOTEL,20100    VENTURA                      BL,34.171,-118.5709,1,18-29,2020-04-30,2020-04-30 14:15:00,Other/Uncategorized
201711005,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,15,17,Devonshire,1761,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,M,H,101.0,STREET,9100    JORDAN                       AV,34.2354,-118.6039,1,45+,2020-07-12,2020-07-12 00:15:00,Outdoor
202111758,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1100,21,Topanga,2107,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",21300    ROSCOE                       BL,34.2234,-118.5932,1,18-29,2020-07-19,2020-07-19 11:00:00,Indoor
201406273,02/07/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2245,14,Pacific,1483,860,BATTERY WITH SEXUAL CONTACT,91,M,B,237.0,HOSPICE,7700 W  MANCHESTER                   AV,33.9598,-118.4317,1,45+,2020-02-07,2020-02-07 22:45:00,Other/Uncategorized
201318022,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1140,13,Newton,1385,860,BATTERY WITH SEXUAL CONTACT,50,F,H,102.0,SIDEWALK,900 E  SLAUSON                      AV,33.9857,-118.2628,1,45+,2020-10-06,2020-10-06 11:40:00,Outdoor
201407937,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,130,14,Pacific,1413,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4TH                          BL,33.9976,-118.4751,1,18-29,2020-03-09,2020-03-09 01:30:00,Indoor
201810219,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1230,18,Southeast,1846,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1300 E  112TH                        ST,33.9332,-118.2522,1,30-44,2020-04-27,2020-04-27 12:30:00,Indoor
210216655,10/09/2020 12:00:00 AM,10/26/2021 12:00:00 AM,100,2,Rampart,246,121,"RAPE, FORCIBLE",20,F,A,501.0,SINGLE FAMILY DWELLING,400 S  WESTLAKE                     AV,34.059,-118.2737,1,18-29,2020-10-09,2020-10-09 01:00:00,Indoor
202004731,01/14/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2230,20,Olympic,2069,121,"RAPE, FORCIBLE",27,F,W,710.0,OTHER PREMISE,1100 S  VERMONT                      AV,34.0499,-118.2879,1,18-29,2020-01-14,2020-01-14 22:30:00,Other
202004770,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2025,20,Olympic,2062,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,H,501.0,SINGLE FAMILY DWELLING,1000 S  MANHATTAN                    PL,34.0527,-118.3101,1,45+,2020-01-18,2020-01-18 20:25:00,Indoor
201412549,06/19/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1745,14,Pacific,1409,860,BATTERY WITH SEXUAL CONTACT,30,F,W,102.0,SIDEWALK,HANNUM,34.0278,-118.4002,1,30-44,2020-06-19,2020-06-19 17:45:00,Outdoor
201506349,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1700,15,N Hollywood,1544,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,81,F,W,501.0,SINGLE FAMILY DWELLING,4900    LAUREL CANYON                BL,34.1613,-118.4008,1,45+,2020-02-17,2020-02-17 17:00:00,Indoor
201405978,01/19/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1100,14,Pacific,1433,860,BATTERY WITH SEXUAL CONTACT,21,F,A,501.0,SINGLE FAMILY DWELLING,1100    PALMS                        BL,33.9995,-118.4577,1,18-29,2020-01-19,2020-01-19 11:00:00,Indoor
201904952,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1330,19,Mission,1904,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,F,H,501.0,SINGLE FAMILY DWELLING,13600    GLADSTONE                    AV,34.3189,-118.4387,1,30-44,2020-01-22,2020-01-22 13:30:00,Indoor
201507975,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,2230,15,N Hollywood,1526,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,M,H,501.0,SINGLE FAMILY DWELLING,6200    BECK                         AV,34.1831,-118.3833,1,30-44,2020-03-23,2020-03-23 22:30:00,Indoor
210121427,10/18/2020 12:00:00 AM,10/26/2021 12:00:00 AM,528,1,Central,121,860,BATTERY WITH SEXUAL CONTACT,24,F,W,101.0,STREET,900 W  TEMPLE                       ST,34.0607,-118.2494,1,18-29,2020-10-18,2020-10-18 05:28:00,Outdoor
201400816,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1730,14,Pacific,1468,860,BATTERY WITH SEXUAL CONTACT,16,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5000    MARIONWOOD                   DR,33.994,-118.4112,1,<18,2020-07-13,2020-07-13 17:30:00,Indoor
202012991,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,430,20,Olympic,2044,860,BATTERY WITH SEXUAL CONTACT,29,F,O,207.0,BAR/COCKTAIL/NIGHTCLUB,3300 W  8TH                          ST,34.0577,-118.3009,1,18-29,2020-08-04,2020-08-04 04:30:00,Other/Uncategorized
201910947,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1130,19,Mission,1961,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,44,M,H,505.0,MOTEL,9100 N  SEPULVEDA                    BL,34.2427,-118.4702,1,30-44,2020-06-14,2020-06-14 11:30:00,Other/Uncategorized
201811716,05/25/2020 12:00:00 AM,05/26/2020 12:00:00 AM,2230,18,Southeast,1844,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,M,H,101.0,STREET,111TH,33.9348,-118.2652,1,30-44,2020-05-25,2020-05-25 22:30:00,Outdoor
201513004,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,400,15,N Hollywood,1527,121,"RAPE, FORCIBLE",24,F,B,507.0,CONDOMINIUM/TOWNHOUSE,6000    KLUMP                        AV,34.1794,-118.3758,1,18-29,2020-07-23,2020-07-23 04:00:00,Indoor
201816958,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1900,18,Southeast,1842,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,501.0,SINGLE FAMILY DWELLING,100 W  108TH                        ST,33.9383,-118.2743,1,30-44,2020-09-09,2020-09-09 19:00:00,Indoor
211517859,11/07/2020 12:00:00 AM,11/24/2021 12:00:00 AM,1330,15,N Hollywood,1533,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,O,501.0,SINGLE FAMILY DWELLING,5700    LAUREL CANYON                BL,34.174,-118.3965,1,30-44,2020-11-07,2020-11-07 13:30:00,Indoor
201608252,04/19/2020 12:00:00 AM,04/21/2020 12:00:00 AM,2030,16,Foothill,1602,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,H,501.0,SINGLE FAMILY DWELLING,12500    VAN NUYS                     BL,34.2816,-118.4073,1,18-29,2020-04-19,2020-04-19 20:30:00,Indoor
201512565,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,1830,15,N Hollywood,1535,820,ORAL COPULATION,25,M,H,501.0,SINGLE FAMILY DWELLING,LANKERSHIM,34.174,-118.3801,1,18-29,2020-07-12,2020-07-12 18:30:00,Indoor
202114286,08/31/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1700,21,Topanga,2134,860,BATTERY WITH SEXUAL CONTACT,13,F,O,102.0,SIDEWALK,CAPISTRANO                   AV,34.1991,-118.6182,1,<18,2020-08-31,2020-08-31 17:00:00,Outdoor
202109424,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,300,21,Topanga,2128,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,W,501.0,SINGLE FAMILY DWELLING,7800    MASON                        AV,34.2123,-118.5798,1,18-29,2020-05-17,2020-05-17 03:00:00,Indoor
211104529,07/23/2020 12:00:00 AM,01/16/2021 12:00:00 AM,5,11,Northeast,1137,121,"RAPE, FORCIBLE",14,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400 N  AVENUE 56,34.1109,-118.2016,1,<18,2020-07-23,2020-07-23 00:05:00,Indoor
201807071,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2330,18,Southeast,1822,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,B,101.0,STREET,400 W  95TH                         ST,33.9501,-118.2804,1,18-29,2020-02-22,2020-02-22 23:30:00,Outdoor
201916619,10/31/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1800,19,Mission,1984,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,F,H,501.0,SINGLE FAMILY DWELLING,8300    WILLIS                       AV,34.2215,-118.4553,1,30-44,2020-10-31,2020-10-31 18:00:00,Indoor
201600695,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1100,16,Foothill,1693,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,501.0,SINGLE FAMILY DWELLING,12500    SATICOY                      ST,34.2085,-118.4052,1,18-29,2020-06-21,2020-06-21 11:00:00,Indoor
201615887,12/05/2020 12:00:00 AM,12/21/2020 12:00:00 AM,2100,16,Foothill,1684,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,63,F,H,501.0,SINGLE FAMILY DWELLING,7700    RADFORD                      AV,34.2103,-118.3921,1,45+,2020-12-05,2020-12-05 21:00:00,Indoor
201908321,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1600,19,Mission,1984,860,BATTERY WITH SEXUAL CONTACT,20,F,H,102.0,SIDEWALK,KESTER                       AV,34.2318,-118.4575,1,18-29,2020-04-01,2020-04-01 16:00:00,Outdoor
201321908,12/30/2020 12:00:00 AM,12/30/2020 12:00:00 AM,1130,13,Newton,1333,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,F,B,501.0,SINGLE FAMILY DWELLING,900 E  32ND                         ST,34.015,-118.2599,1,18-29,2020-12-30,2020-12-30 11:30:00,Indoor
201800549,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2000,18,Southeast,1864,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,B,102.0,SIDEWALK,800 E  IMPERIAL                     HY,33.9309,-118.2603,1,30-44,2020-02-05,2020-02-05 20:00:00,Outdoor
201910778,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1200,19,Mission,1972,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,60,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8900    COLUMBUS                     AV,34.2319,-118.4654,1,45+,2020-06-10,2020-06-10 12:00:00,Indoor
201508431,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,945,15,N Hollywood,1532,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,M,O,501.0,SINGLE FAMILY DWELLING,5600    SAINT CLAIR                  AV,34.1722,-118.3997,1,30-44,2020-04-05,2020-04-05 09:45:00,Indoor
201412461,06/17/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1030,14,Pacific,1454,860,BATTERY WITH SEXUAL CONTACT,29,F,W,102.0,SIDEWALK,MINDANAO,33.9855,-118.4373,1,18-29,2020-06-17,2020-06-17 10:30:00,Outdoor
201913397,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1445,19,Mission,1994,860,BATTERY WITH SEXUAL CONTACT,44,F,H,801.0,MTA BUS,VAN NUYS,34.2215,-118.4488,1,30-44,2020-08-16,2020-08-16 14:45:00,Other/Uncategorized
210604288,08/22/2020 12:00:00 AM,01/08/2021 12:00:00 AM,1,6,Hollywood,643,121,"RAPE, FORCIBLE",23,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1700 N  FULLER                       AV,34.1016,-118.3489,1,18-29,2020-08-22,2020-08-22 00:01:00,Indoor
201406846,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1500,14,Pacific,1444,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",13600    MARINA POINTE                DR,33.9857,-118.4435,1,18-29,2020-02-17,2020-02-17 15:00:00,Indoor
